File Size (Lines),fread-chunks,hashmap,linear-search,loop-unrolling,mmap,parallelize,parse-double
1000,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0
10000,0.0,0.0033333333333333335,0.013333333333333334,0.0,0.01,0.01,0.0
100000,0.013333333333333334,0.03333333333333333,0.10333333333333333,0.01,0.01,0.016666666666666666,0.013333333333333334
1000000,0.05666666666666667,0.15333333333333335,0.6366666666666667,0.060000000000000005,0.02,0.06666666666666667,0.07333333333333335
10000000,0.2733333333333334,1.2066666666666668,6.19,0.25,0.07,0.19000000000000003,0.52
100000000,2.5833333333333335,11.643333333333336,61.620000000000005,2.2033333333333336,0.36333333333333334,0.5866666666666667,4.759999999999999
1000000000,50.669999999999995,122.27666666666666,655.3966666666666,46.056666666666665,18.790000000000003,25.996666666666666,62.25
