,fread-chunks,hashmap,loop-unrolling,mmap,parallelize,parse-double,Lines
0,87.09677419354838,67.74193548387098,90.3225806451613,90.3225806451613,83.87096774193549,87.09677419354838,100000
1,91.09947643979058,75.91623036649216,90.57591623036649,96.8586387434555,89.52879581151832,88.48167539267016,1000000
2,95.58427571351642,80.5061927840603,95.96122778675283,98.86914378029078,96.93053311793214,91.59935379644587,10000000
3,95.80763821270149,81.10461971221464,96.42432110786541,99.41036460023801,99.04792816185221,92.27523531321,100000000
4,92.2688041338833,81.34310519329262,92.97270355357317,97.1330339387343,96.0334453943922,90.5019352148063,1000000000
